doc_id,context,question,ratings,hypo_answers
marathonswimming,"Olympic History

Marathon swimming became the latest swimming discipline to be added to the Olympic programme when the 10km race was introduced at the Beijing Games in 2008. The short history of this discipline means that few National Olympic Committees and athletes have had a chance to stand out in marathon swimming.

Although certain athletes focus solely on marathon swimming, others were previously specialists in other freestyle pool events, making these swimmers highly competitive. A prime example is Tunisian swimmer Oussama Mellouli, who won the gold medal in the men’s 1,500m freestyle event in Beijing in 2008 and then won the men’s marathon swimming event in London four years later.","What was the latest swimming discipline added to the Olympic programme in 2008, and who won the gold medal in the men's marathon swimming event in London four years later after previously winning the men's 1,500m freestyle event in Beijing?",5,"The latest swimming discipline added to the Olympic programme in 2008 was the men's and women's 10km marathon swimming event. The gold medal in the men's marathon swimming event in London four years later was won by Oussama Mellouli of Tunisia, who had previously won the men's 1,500m freestyle event in Beijing."
basketball3x3,"Considered to be the number one urban sport in the world, 3X3 basketball has its roots in street basketball—a creative variation of the indoor game with a less formal structure. Evolving from outdoor courts to the Olympic Games, 3X3 basketball has been structured over the years by the International Basketball Federation (FIBA), the governing body responsible for developing basketball. The introduction of events such as the 3X3 World Tour and the 3X3 Superleague in France reflects the soaring popularity of this young urban sport, played in an electric atmosphere whipped up by a DJ and their music.",What events and organizations have helped to elevate the popularity of 3X3 basketball worldwide?,5,"Events such as the FIBA 3X3 World Tour, FIBA 3X3 World Cup, and the inclusion of 3X3 basketball in the Olympics have all played a significant role in elevating the popularity of 3X3 basketball worldwide. Additionally, organizations like FIBA (International Basketball Federation) and the Big3 league have also contributed to the growth of 3X3 basketball globally."
basketball3x3,"Brief Overview of the Rules

3X3 basketball is played on one half of a basketball court where two teams of three players compete. Both teams attack and defend the same hoop, depending on who has possession of the ball. The winner is the team with the highest score at the end of 10 minutes or the first team to reach 21 points. The three‑point line in conventional basketball serves as the two-point line in 3X3 basketball, with shots made outside the line earning two points and those inside it one.

Although 3X3 games are shorter, 3X3 players need to demonstrate just as much flexibility, skill, and anticipation as 5x5 players, as well as arguably superior endurance.",What are the key differences between 3X3 basketball and conventional 5x5 basketball?,5,"Some key differences between 3x3 basketball and conventional 5x5 basketball include the number of players on the court (3 for 3x3 versus 5 for 5x5), the size of the court (3x3 courts are typically smaller), the scoring system (3x3 uses different point values for shots), the shot clock (12 seconds for 3x3, 24 seconds for 5x5), and the pace of the game."
basketball3x3,"Olympic History

3X3 basketball featured at the Singapore 2010 Youth Olympic Games, Nanjing 2014 Youth Olympic Games, and the Buenos Aires 2018 Youth Olympic Games, drawing huge crowds at all three competitions. In 2017, on the back of this young sport’s resounding success, the IOC announced its decision to include 3X3 basketball as part of the Olympic programme at the Tokyo 2020 Olympic Games, where the first-ever 3X3 Olympic titles were won. This young, dynamic, spectacular, and urban variation of basketball will be sure to captivate Olympic spectators once again at Paris 2024!",In which three Youth Olympic Games did 3X3 basketball feature before being included in the Olympic programme at Tokyo 2020?,5,"The three Youth Olympic Games where 3X3 basketball featured before being included in the Olympic programme at Tokyo 2020 were Singapore 2010, Nanjing 2014, and Buenos Aires 2018."
acrobaticgymnastics,"Acrobatic gymnastics has existed in various forms and throughout different cultures for thousands of years. Depictions of acrobatics have been discovered in Bronze Age art, along with being mentioned in Homer’s epics and included in Ancient Greek symposiums and China’s Han Dynasty harvest festivals. It also served as entertainment for European courts during the Middle Ages.",What historical civilizations have documented evidence of participating in acrobatic gymnastics?,5,The ancient Greeks and Romans have documented evidence of participating in acrobatic gymnastics.
acrobaticgymnastics,"Becoming a Discipline

Acrobatic gymnastics began to develop as a discipline through use of apparatus and through tumbling. Both aspects showcased the human body’s capabilities. The first competition rules for acrobatics were formed in the Soviet Union, where stadiums filled with spectators hoping to witness athletic feats, like forming giant human pyramids. The inaugural Soviet national championships were held in 1939.",In what country were the first competition rules for acrobatic gymnastics formed?,5,The first competition rules for acrobatic gymnastics were formed in Russia.
acrobaticgymnastics,"Global Evolution

The first international tournament for what was then named “Sport Acrobatics” was held in Warsaw in 1957, with four participating teams. The International Federation of Sports Acrobatics (IFSA) was established in 1973, with the first world championships held the following year in Moscow, featuring teams from Bulgaria, Federal Republic of Germany, Great Britain, Hungary, Poland, the Soviet Union and the United States. In 1998, the discipline was adopted by the International Gymnastics Federation once IFSA dissolved. The discipline has been known as Acrobatic Gymnastics since 2007.","When was the first international tournament for ""Sport Acrobatics"" held?",2,The first international tournament for Sport Acrobatics was held in 1973.
acrobaticgymnastics,"Olympic History

Acrobatic gymnastics made its Olympic debut at the Summer Youth Olympic Games Buenos Aires 2018. The competition took the form of a mixed pair event and was won by Bulgaria’s Mariela Kostadinova and Panayot Dimitrov, who were also a part of the gold medal-winning team for the team event, which brought together gymnasts from different National Olympic Committees and from across Artistic, Rhythmic, Trampoline and Acrobatic Gymnastics",In which year did acrobatic gymnastics make its Olympic debut at the Summer Youth Olympic Games?,5,Acrobatic gymnastics made its Olympic debut at the Summer Youth Olympic Games in 2018.
rugbysevens,"The sport of rugby can trace its origins back to medieval times in several European countries, but it was between 1845 and 1848 that the modern rugby codes were established by pupils from a school in the English town of Rugby and the University of Cambridge. In 1871, the first national federation was formed; two years later, the discipline of rugby sevens was conceived by two butchers, Ned Haig and David Sanderson, as a fund-raising event in Melrose, Scotland. In 1886, the International Rugby Board (now known as World Rugby) was established.",What were the origins of the sport of rugby and where were the modern rugby codes established?,5,"The sport of rugby originated in England and the modern rugby codes were established at Rugby School in Warwickshire, England."
rugbysevens,"Brief Overview of the Rules

Although plenty of rugby variants have emerged over the years—including rugby league, beach rugby and flag rugby—the two main forms of the game remain 15-player rugby union and rugby sevens. All variants share the same basic rules for tackling, backward passes and scrums, which differ based on the number of players on the pitch. Rugby sevens is fast-paced and intense, played in matches lasting 14 minutes. It is an exceptionally testing version of the sport, in which players make more sprints and score more tries than in rugby union. Points are scored in the same way as rugby union: 5 points for a try, 2 points for a conversion, and 3 points for a drop goal or penalty.",How many points are awarded for a conversion in rugby sevens?,5,2 points.
rugbysevens,"Olympic History

The history of rugby at the Olympic Games stretches over several periods. A men’s rugby union competition was first included at the 1900 Paris Games, and was contested again at the 1908, 1920 and 1924 Olympics. However, the sport was dropped from the Olympic programme following the 1924 Games in Paris.

In October 2009 the IOC voted to introduce the sevens version of the sport at the Rio 2016 Olympic Games, and it has been part of the men’s and women’s programme ever since.",When was rugby last included at the Olympic Games before being reintroduced in the sevens version in 2016?,5,Rugby was last included at the Olympic Games in the 15-a-side format in 1924 before being reintroduced in the sevens version in 2016.
artisticgymnastics,"Founded in 1881, the International Gymnastics Federation is the oldest international sports federation in the world. The origin of gymnastics dates to antiquity, when it was recommended by philosophers as a way of combining physical exercise with intellectual activity. The sport grew in popularity during the 19th century as an increasing number of competitions were formed, including the gymnastics competition at the newly revived Olympic Games in Athens in 1896.",What is the oldest international sports federation in the world?,5,"The World Archery Federation (FITA), which was founded in 1931."
artisticgymnastics,"Brief Overview of the Rules

Artistic gymnastics is composed of a number of individual competitions on different apparatus, as well as a team competition involving gender-specific apparatus. Each piece of apparatus requires different skills. Men compete across the floor exercise, pommel horse, rings, vault, parallel bars, and horizontal bar, while women’s events include the vault, uneven bars, balance beam, and floor exercise. Each element of gymnastic competition requires strength, agility, coordination, and precision.

Up until 2004, gymnastic routines at the Games were evaluated with a maximum of 10 points, but from 2005 the mode of scoring changed to a combination of a D score (difficulty/content of the exercise) and an E score (execution) to allow for a greater variation between athletes’ performances.

Changes to the scoring system were first considered following the Montreal 1976 Olympic Games, when Romanian gymnast Nadia Comaneci became the first competitor in history to earn a perfect score of 10.0 for her routine on the uneven bars during the team competition.",What scoring system was used in gymnastics competitions prior to 2004?,2,"The scoring system used in gymnastics competitions prior to 2004 was the perfect 10 system, where gymnasts aimed to score a perfect 10."
artisticgymnastics,"Olympic History

Artistic gymnastics was introduced at the very first Olympic Games of the modern era in 1896 and has been included in every edition since. The competition was restricted to male competitors for 32 years until the 1928 Olympic Games in Amsterdam, when women were allowed to compete for the first time. It wasn't until 1952 that the women’s programme was developed with seven events, and then later stabilised at six events, as has been the case since the 1960 Games in Rome. There are eight events on the men’s programme.",When were women first allowed to compete in artistic gymnastics at the Olympic Games?,5,Women were first allowed to compete in artistic gymnastics at the Olympic Games in 1928.
shorttrackspeedskating,"In short track speed skating, athletes compete not against the clock, but against each other. This introduces the elements of strategy, bravery and skill needed for racing.",What elements are introduced in short track speed skating by athletes competing against each other rather than against the clock?,5,"Elements such as strategy, tactics, and physical contact are introduced in short track speed skating by athletes competing against each other rather than against the clock."
shorttrackspeedskating,"North American Origin

Short track (or indoor) speed skating began in Canada and the United States of America, where they held mass-start competitions on an oval track as early as 1905-1906. The lack of 400m long tracks led many North American skaters to practice on ice rinks. However, practicing on a smaller track brought new challenges, like tighter turns and shorter straightaways, which lead to different techniques in order to win on a shorter track. These countries began competing against each other on an annual basis. The sport’s rise in popularity was partly thanks to the North American racing rules, which introduced a “pack” style of racing. Capitalising on this, the organisers of the 1932 Lake Placid Games, with the consent of the International Skating Union (ISU), agreed to follow these rules for the programme’s speed skating events.",What led to the rise in popularity of short track speed skating in North America?,4,"The rise in popularity of short track speed skating in North America can be attributed to increased media coverage, the success of American and Canadian athletes in international competitions, and the excitement of the sport itself with its fast-paced action and close finishes. Additionally, the Winter Olympics have also played a role in boosting the visibility and interest in short track speed skating."
shorttrackspeedskating,"International Recognition

Countries such as Great Britain, Australia, Belgium, France and Japan deserve a great deal of credit in the development of the sport, since they participated in international open competitions before the sport was recognized by the International Skating Union. In 1967, the ISU declared Short Track Speed Skating an official sport, but international worldwide competitions were not held until 1976. During this period of time, countries kept competing amongst themselves.",When did the International Skating Union officially recognize Short Track Speed Skating as a sport?,4,The International Skating Union officially recognized Short Track Speed Skating as a sport in 1967.
shorttrackspeedskating,"Olympic History

After having been a demonstration sport at the 1988 Games in Calgary, short track speed skating became part of the Olympic programme in Albertville in 1992, with two individual events and two relays. The discipline comprises men’s and women’s events. Since the 2006 Olympic Games in Turin, the programme of this discipline has included eight events.

It quickly became popular with the public, who are thrilled to watch rapid races on tight tracks. The skaters race so closely to each other that collisions and falls are inevitable, which is why the walls of the speed skating oval are padded.",In which year did short track speed skating become a part of the Olympic programme?,5,Short track speed skating became a part of the Olympic programme in 1992.
shorttrackspeedskating,"Asian Emergence

China and Korea have emerged to challenge North American dominance in this event. At the 2006 Turin Games, it was South Korea who emerged as the nation to beat, winning an incredible six gold medals, and 10 medals in total.",Which two countries have emerged to challenge North American dominance in this event?,5,China and Russia.
shooting,"Shooting has been an Olympic sport since the first modern Games and has been practised in Europe for hundreds of years. Some German clubs date back more than five hundred years. Shooting grew in popularity more recently in English-speaking countries, particularly with the formation of the National Rifle Association (NRA) in the United States in 1871. Today, shooting is a popular sport all over the world, with athletes from over 100 countries taking part in the shooting events at each Olympic Games.",When did shooting become an Olympic sport and in which countries has it gained popularity?,5,"Shooting became an Olympic sport in the first modern Olympic Games in 1896. It has gained popularity in countries such as the United States, Russia, China, and various European countries."
shooting,"Brief Overview of the Rules

There are three Olympic shooting disciplines: rifle, pistol and shotgun. Rifle and pistol events take place on shooting ranges, where athletes aim at targets at distances of 10m, 25m and 50m. There are also three positions: kneeling (where the athlete goes down on one knee and rests the elbow on the other knee), prone and standing. Some events include all positions.

To hit the targets as accurately and as close to the centre (the bullseye) as possible, marksmen use relaxation techniques to lower their heartbeat. Shotgun events are different in principle, as they take place outdoors. Marksmen shoot at flying targets fired from different angles and directions. This sport demands a great deal of concentration, decision making and sharp reflexes.",What are the three positions used in Olympic shooting events for rifle and pistol disciplines?,5,"The three positions used in Olympic shooting events for rifle and pistol disciplines are prone, standing, and kneeling."
shooting,"Olympic History

With the exception of the 1904 and 1928 Olympic Games, shooting sports have been included at every Summer Olympic Games since Athens in 1896. The number of events has changed from one edition of the Games to the next, increasing from five in 1896 to 15 today. The United States has won by far the most Olympic medals, followed by China and Russia (under the USSR flag). Italy has also been holding its own – for instance, it took home three gold medals and two silver medals at the Rio 2016 Games, with Niccolò Campriani bagging two Olympic titles.",Which country has won the most Olympic medals in shooting sports?,5,United States
tabletennis,"Table tennis is derived from lawn tennis and was initially played as after-dinner entertainment among upper-class English families who would use whatever they could find as equipment. At the time, they would place books on a table to serve as a net, the lids of cigar boxes for rackets and a rounded-off cork from a champagne bottle as the ball. Thankfully, table tennis equipment has evolved over time and in 1926 competitions were organised in Berlin and London, giving rise to the first world championships which were held in London that same year. Enormously popular in Asia, table tennis is played by over 40 million people around the globe, making it one of the most popular sports in the world.",What items were originally used as equipment for table tennis by upper-class English families before the sport evolved?,5,Corsets or books (to serve as the net)
tabletennis,"Brief Overview of the Rules

Table tennis is played on a table divided into two halves by a net in the middle, using an extremely lightweight ball and sophisticated rackets or ‘paddles’ comprising a wooden blade coated with a rubber surface on both sides.

Singles matches are a best-of-seven games format, with the first player to 11 points (by a margin of two clear points) winning each game. Team matches consist of four singles matches and one doubles match, each played in a best-of-five games format. Each team consists of three players and matches end when a team has won three individual games. In doubles matches, players take turns to hit the ball.",What is the format for singles matches in table tennis?,5,"Singles matches in table tennis are typically played in a best of 7 format. Players alternate serving every two points, and the first player to reach 11 points wins the game. If the match reaches a 6-6 tie, the game continues until one player has a lead of two points."
tabletennis,"Olympic History

Table tennis first appeared at the Seoul Olympic Games in 1988, with singles and doubles competitions for men and women. In 2008, the doubles competition was replaced with the team competition, and the programme was expanded for the 2020 Tokyo Games to include mixed doubles, bringing the total number of events to five, split evenly across both genders.

Up until the mid-20th century, the sport was dominated by central European countries such as Hungary, the Czech Republic, Austria and Germany. However, since table tennis became a part of the Olympic programme at Seoul 1988, athletes representing the People’s Republic of China have prevailed, winning a total of 60 medals (including 32 golds) at the Games.",What country has dominated table tennis at the Olympic Games since it was introduced in 1988?,5,China
rowing,"Rowing originally served as a means of transport in ancient Egypt, Greece and Rome, but it was only in England between the end of the 17th and the start of the 18th centuries that it became a sport. The first major rowing competition was the country’s now-annual Oxford and Cambridge Boat Race which began in 1829.",When did rowing become a sport in England?,5,Rowing became a sport in England in the early 18th century.
rowing,"Brief Overview of the Rules

Rowing involves propelling a boat using oars fixed to the vessel. It differs from other disciplines in that rowers sit with their backs to the direction of movement, therefore crossing the finish line backwards.

Rowers compete across a distance of 2,000 metres, alone or in teams of 2, 4 or 8. There are two different disciplines: double scull and sweep rowing. In sweep events, rowers hold a single oar with both hands, while in sculling they hold one oar in each hand. The eight-person crews have a coxswain, who steers the boat and directs the crew. The boat is steered using a small rudder that is attached to the foot of one of the rowers by a cable. There are two lightweight rowing events.",What is the difference between sweep rowing and sculling in rowing competitions?,5,"In sweep rowing, each rower uses a single oar with both hands, while in sculling, each rower uses two oars, one in each hand. Additionally, in sweep rowing, rowers typically row in pairs, fours, or eights, whereas in sculling, rowers typically row in singles, doubles, or quads."
rowing,"Olympic History

Rowing events have been staged at every Games since the first modern Olympiad in Athens in 1896 (men’s events). However, because the competition was scheduled to take place at sea, it had to be cancelled that year due to bad weather. Women’s events were only officially included in the Olympic program much later, at the Games of Montréal in 1976.

The USA initially dominated Olympic rowing, before the Soviet Union and Germany came to the forefront. Six-time Olympians Sir Steve Redgrave (five golds, one bronze) and Elisabeta Oleniuc-Lipă (five golds, two silvers, one bronze) are widely hailed as the greatest Olympic male and female rowers of all time.",When were women's rowing events officially included in the Olympic program?,4,Women's rowing events were officially included in the Olympic program in 1976.
surfing,"Paris 2024's surfing events will take place over four days in a 10-day window, from 27 July to 5 August.",During what time frame will the surfing events for Paris 2024 take place?,5,"The surfing events for Paris 2024 will most likely take place sometime in the summer, likely in July or August, when the waves are typically at their best for surfing competitions."
surfing,"Brief Overview of the Rules

Surfers perform manoeuvers and tricks on a wave that are scored by five judges based on the variety, type and difficulty of the tricks. Surfers are also judged on their speed, power and flow (the way in which a surfer seamlessly connects their moves from one to the next). Shortboards are the surfboards of choice for the Olympics. Smaller than longboards, shortboards are faster and more manoeuvrable, which makes them the ideal board for performing spectacular tricks.",What type of surfboard is typically used in the Olympics for surfing competitions?,5,Longboard
surfing,"Olympic History

In the 1920s, surfing fans including three-time Olympic swimming freestyle champion and native Hawaiian Duke Kahanamoku began campaigning for the sport to be added to the Olympic programme. Many years later, surfing finally made it onto the Olympic programme for the Tokyo 2020 Games, and will return for Paris 2024; the legendary surfing spot Teahupo’o in Tahiti has been selected as the venue for the surfing competition.",Who was a key figure in campaigning for surfing to be added to the Olympic programme in the 1920s?,5,Duke Kahanamoku
equestrian,"Equestrian events originated in Ancient Greece, where it was thought that a perfect partnership was needed if rider and horse were to survive in battle. Dressage was therefore developed as a way of training horses for war. Equestrian events appeared at the ancient Olympic Games as chariot racing, which was a daring and exciting spectacle. The art of riding then fell into oblivion until its revival during the Renaissance. Dressage reached its peak with the creation of the world-famous Spanish Riding School in Vienna in 1729, which established the foundations of the modern discipline.",What event at the ancient Olympic Games involved daring and exciting spectacle for both rider and horse?,5,Chariot races
equestrian,"Brief Overview of the Rules

Equestrian comprises three disciplines at the Games, with men and women competing on equal terms.

In the jumping discipline, riders and horses are timed as they jump over obstacles, with time penalties imposed for each obstacle toppled. Agility, technique and harmony between horse and rider are essential.

Dressage is the most advanced form of horse training, where horse and rider perform a series of artistic movements to music. Judges evaluate the ease and fluidity with which they move around the course.

The third discipline of eventing resembles an equestrian triathlon. It combines the two other events—jumping and dressage—with a third: cross-country, which consists of a long course combining solid and natural obstacles, drawing on the athletes’ endurance and experience. The horse and rider with the most versatile skills win the three events.",What are the three disciplines of equestrian at the Games and how are they scored?,5,"The three disciplines of equestrian at the Games are dressage, show jumping, and cross-country. Dressage is scored based on the precision, obedience, and smoothness of the horse's movements. Show jumping is scored based on the number of faults accrued during the course, such as knocking down rails or refusing jumps. Cross-country is scored based on time and penalties for refusals or other errors on the course."
equestrian,"Olympic History

Equestrian sports first featured at the modern Olympic Games in 1900 in Paris with five events at the Place de Breteuil arena. At the Helsinki Games in 1952, women started taking part in the dressage event for the first time, which became a mixed-gender event. Women were able to take part in all equestrian events in 1964, making it the only entirely mixed-gender sport at the Olympic Games. Medals are awarded to both individual competitors and teams.",When did women first start taking part in the dressage event at the Olympic Games?,5,1928
diving,"In the early 19th century, gymnasts in Germany and Sweden popularised ‘fancy’ diving by performing elaborate acrobatics while jumping into the water.

Towards the end of the 19th century, Swedish divers travelled to Great Britain to perform diving demonstrations at the National Graceful Diving Competition (the first world championship event in high diving), which led to the establishment of the Amateur Diving Association in 1901.",What event led to the establishment of the Amateur Diving Association in 1901?,5,The establishment of the Amateur Diving Association in 1901 was likely led by the increasing popularity of diving as a recreational activity and the need for organized rules and regulations for competitions.
diving,"Brief Overview of the Rules

At the Olympic Games, the sport is contested in eight events: the 3-metre springboard (individual and synchronised, men and women) and the 10-metre platform (individual and synchronised, men and women). The 3-metre springboard enables divers to leap high into the air, while the high dive is performed from a fixed platform position 10 metres above the water. The individual and synchronised competitions take place at both heights.

A panel of judges score each dive based on various criteria, including how aesthetically pleasing a diver’s movements are, the complexity of the dive and how well the diver enters the water. Synchronised diving is also scored on how well the two divers match each other’s movements.",How many events are contested in diving at the Olympic Games and at what heights are they performed?,5,"There are currently eight events contested in diving at the Olympic Games. The heights at which the dives are performed depend on the event, but generally range from 1m to 10m."
diving,"Olympic History

Diving made its Olympic debut at the 1904 Games in St. Louis and has been included at every Games since. The first women’s events were contested at the 1912 Games in Stockholm, while the synchronised competition was added to the programme at the Sydney 2000 Olympic Games.

Diving events at the Games were initially dominated by Team USA athletes, though in recent Olympiads competitors from the People’s Republic of China have been formidable (Chinese athletes won 12 of the 24 available diving medals, including seven golds, at the Tokyo 2020 Olympic Games).",When did the first women's diving events take place at the Olympic Games?,4,I would guess that the first women's diving events took place at the Olympic Games in the 1920s.
biathlon,Biathlon combines the power and aggression of cross-country skiing with the precision and calm of marksmanship.,What two sports are combined in the sport of biathlon?,5,Cross-country skiing and rifle shooting.
biathlon,"Roots in Survival

The word ""biathlon"" stems from the Greek word for two contests, and is today seen as the joining of two sports: skiing and shooting. Biathlon has its roots in survival skills practised in the snow-covered forests of Scandinavia, where people hunted on skis with rifles slung over their shoulders.","How did the word ""biathlon"" originate and what two sports does it involve the joining of?",5,"The word ""biathlon"" originated from the Greek word ""biathlon,"" which means ""two tests"" or ""two contests."" The two sports involved in a biathlon are cross-country skiing and rifle shooting."
biathlon,"Standardising the Rules

In 1948, the Union Internationale de Pentathlon Moderne et Biathlon (UIPMB) was founded to standardise the rules for biathlon and pentathlon. In 1993, the biathlon branch of the UIPMB created the International Biathlon Union (IBU), which officially separated from the UIPMB in 1998.",What organization was founded in 1948 to standardize the rules for biathlon and pentathlon?,5,The International Biathlon Union (IBU) was founded in 1948 to standardize the rules for biathlon and pentathlon.
biathlon,"First Competition

Biathlon-type events in Scandinavia are known to have been held as early as the 18th century. The first modern biathlon probably occurred in 1912, when the Norwegian military organised the Forvarsrennet in Oslo. An annual event, it consisted initially of a 17km cross-country ski race with two-minute penalties incurred by misses in the shooting part of the competition.",When and where did the first modern biathlon event occur?,5,"The first modern biathlon event is believed to have occurred in Norway in the early 20th century, possibly around the early 1900s."
biathlon,"Olympic History

In 1924 in Chamonix, an ancient form of biathlon made its Olympic debut: the military patrol. This event was then in demonstration in 1928, 1936 and 1948. After some attempts to incorporate it into a winter pentathlon, biathlon appeared at the Games in its current form in 1960 in Squaw Valley. Women’s biathlon made its first appearance on the Olympic programme in Albertville in 1992.

Until the 1976 Games in Innsbruck, the events comprised an individual race and a relay. In Lake Placid in 1980, a second individual event was introduced.

In Salt Lake City in 2002, a 12.5km pursuit event was added for men and 10km for women. From Turin in 2006, a new mass-start event was introduced for both men and women. This brings together the 30 best athletes from the World Cup.",When did women’s biathlon make its first appearance on the Olympic programme?,5,"Women's biathlon made its first appearance on the Olympic programme in the 1992 Winter Olympics in Albertville, France."
fencing,"Fencing’s origins can be found in swordplay, which has been practised for thousands of years—as evidenced by the discovery of carvings depicting fencers that date to around 1190 BCE which were discovered in a temple near Luxor, Egypt.

Spurred on by Italian, German and French fencing masters, fencing made the transition from a form of military training to a sport in either the 14th or 15th century. Fencing is now practised all over the world, generating fierce competition not only in Europe but also in Asia, Oceania, the Americas and Africa; the International Fencing Federation is now made up of 157 national federation members.",When and where were carvings depicting fencers discovered?,5,Carvings depicting fencers were discovered in 1926 in the ancient city of Knossos on the Greek island of Crete.
fencing,"Brief Overview of the Rules

In fencing, two competitors, each holding a weapon in one hand, face each other to strike their opponent on a valid target area of the body. The rules differ according to the type of weapon used. There are 12 events in Olympic fencing, with three types of weapon used: foil, épée and sabre.

Hits made with the point (tip), edge, or back of the blade are counted as valid in sabre, with the target area including the entire torso above the waist, as well as the head and arms. In épée and foil, fencers only score when they strike their opponent with the point of their weapon. In épée the target area covers the entire body from the mask down to the feet, while in foil the target area is the trunk only (torso, shoulders and neck). The first fencer to reach 15 points, or scores the most points at the completion of three three-minute rounds, wins the match. In team fencing, the first team to score 45 points, or the team leading when time runs out, wins.",What are the target areas for scoring in sabre fencing?,5,"The target areas for scoring in sabre fencing are the entire upper body, including the head, arms, torso, and waist."
fencing,"Olympic History

Fencing is a long-standing Olympic sport, as evidenced by its presence on the Olympic programme since the inaugural modern Olympic Games in Athens in 1896. Women’s fencing entered the Games in 1924 in Paris. Today, men and women compete in individual and team events. Previously, foil was the only women’s fencing event until the Atlanta 1996 Olympic Games when women’s épée was added, while women’s sabre was added for the first time at the Athens 2004 Olympic Games.

Among the figures who have left their mark on the sport is Italy’s Nedo Nadi: the only fencer to have won a medal in every weapon in a single edition of the Games. In 1912, at 18 years old, he won gold in the foil. Then, after being decorated by his country for acts of bravery during World War I, he won five gold medals in Antwerp in 1920 - a historic and unequalled record - in the individual foil and sabre events, and in the team foil, épée and sabre events.",Which fencer is the only athlete to have won a medal in every weapon in a single edition of the Olympic Games?,5,Laura Flessel-Colovic
rhythmicgymnastics,"Gymnastics is one of the oldest sports that is still practiced today with origins that date back to ancient civilisation. In fact, the International Gymnastics Federation (FIG), which was founded in 1881, is the oldest international sports federation in the world. Rhythmic gymnastics, however, is a far newer discipline of the sport, as it evolved from the mass gymnastics popular in Europe in the late 19th and early 20th centuries.

FIG recognised rhythmic gymnastics as a discipline in 1961; two years later, the first World Championships were held in Budapest.",When was rhythmic gymnastics recognised as a discipline by the International Gymnastics Federation (FIG)?,5,Rhythmic gymnastics was recognized as a discipline by the International Gymnastics Federation (FIG) in 1963.
rhythmicgymnastics,"Brief Overview of the Rules

Rhythmic gymnastics can be simply explained as expression through movement. It combines elements of traditional dance and artistic gymnastics, making use of four apparatus: ribbon, hoop, ball and clubs. The music played during gymnasts’ performances also plays a significant role and music with vocals is allowed. Rhythmic gymnastics is a women‑only discipline.

In the individual events, gymnasts perform four times, using each piece of apparatus once. Each performance must be 75 to 90 seconds long. The group event sees a team of five gymnasts from the same National Olympic Committee performing twice. In the first routine, the gymnasts must all use the same apparatus, and in the second they use a mixed selection. The routine is evaluated using a combination of the D-score (difficulty / content of the exercise) the A score (Artistry) and the E score (execution).",What are the four apparatus used in rhythmic gymnastics and how many times do individual gymnasts perform in a routine?,5,"The four apparatus used in rhythmic gymnastics are ribbon, ball, hoop, and clubs. Individual gymnasts typically perform their routine once."
rhythmicgymnastics,"Olympic History

Rhythmic gymnastics – which has always been a women‑only event – made its debut in the Olympic programme with an event for individual competitors. A group event was introduced 12 years later in Atlanta 1996.

Eastern European countries and particularly Russia heavily dominate in this sport; Russia for example has taken home 10 out of 17 titles on offer since rhythmic gymnastics joined the Olympic programme. Only Spain, Canada and Israël have managed to challenge their supremacy and take home gold medals.",Which country has dominated rhythmic gymnastics in the Olympics since the event was introduced to the Olympic programme?,5,Russia
cyclingroad,"Cycling is composed of various disciplines, reflecting its age-old past and modern outlook. Road cycling is the earliest form of the sport. During the 19th century, cycling enjoyed a surge in popularity thanks to the invention of the chain-and-gearing system. The first races were organised a few years later, with the first documented event held in 1868 in Parc de Saint Cloud in Paris. Shortly thereafter, national cycling federations began to be established and an international federation, known as the Union Cycliste Internationale, was set up in 1900 to oversee the organisation of the various disciplines.",What year was the Union Cycliste Internationale established to oversee various disciplines of cycling?,5,1900
cyclingroad,"Brief Overview of the Rules

Road cycling takes place outside and is divided into two kinds of events at the Olympic Games: the road race and the individual time trial.

The road race, in which all riders set off at the same time in a mass start, is a highly tactical feat of endurance. The race (over 120km and 200km for female and male athletes respectively) is often won in a sprint finish over a few hundred metres, which means riders need to position themselves perfectly and conserve their energy in the first part of the race.

The time trial is a solo effort in which competitors set off at staggered times rather than in a grouped peloton. They cover a much shorter distance than that of the road race, as the time trial rarely exceeds 50km. Both events require consistency, concentration, and preservation through effective aerodynamic positioning and power.",What are the two types of events in road cycling at the Olympic Games and how do they differ in terms of race format and distance covered?,5,"The two types of events in road cycling at the Olympic Games are the road race and the individual time trial. In the road race, multiple cyclists compete against each other in one mass-start race over a longer distance course, usually around 240 km for men and 140 km for women. In the individual time trial, cyclists race individually against the clock over a shorter distance course, usually around 44 km for men and 22 km for women."
cyclingroad,"Olympic History

Road cycling is one of the original Olympic events, as it featured on the competitive programme at the first modern Olympiad in 1896 in Athens. However, the discipline would be left out of the next three Olympiads before making a return at the 1912 Olympics in Stockholm with the time trial. Women’s cycling was added to the Olympic programme in Los Angeles in 1984 with a road race, with the time trial added four years later. Prior to Atlanta '96, professional cyclists had been prohibited from competing at the Games; today, members of the professional cycling world have been welcomed at the competition, bringing additional prestige to Olympic races which are now contested by the world’s greatest cyclists.",When were women's cycling events first added to the Olympic programme?,5,Women's cycling events were first added to the Olympic programme in the 1984 Los Angeles Olympics.
